commander_name,recommended_creature_name,synergy_percentage
"Miirym, Sentinel Wyrm","Ryusei, the Falling Star",0.14
"Miirym, Sentinel Wyrm",Red Dragon,0.13
"Miirym, Sentinel Wyrm",Skyline Despot,0.12
"Kenrith, the Returned King",Biomancer's Familiar,0.3
"Kenrith, the Returned King","Zirda, the Dawnwaker",0.28
"Kenrith, the Returned King",Agatha of the Vile Cauldron,0.25
"Kenrith, the Returned King",Esper Sentinel,0.18
"Kenrith, the Returned King",Eternal Witness,0.16
"Kenrith, the Returned King",Birds of Paradise,0.15
"Kenrith, the Returned King",Grand Abolisher,0.15
"Kenrith, the Returned King",Noble Hierarch,0.13
"Kenrith, the Returned King",Ignoble Hierarch,0.11
"Kenrith, the Returned King",Seedborn Muse,0.25
"Kenrith, the Returned King",Thassa's Oracle,0.12
"Kenrith, the Returned King",Orcish Bowmasters,0.12
"Kenrith, the Returned King",Opposition Agent,0.12
"Kenrith, the Returned King",Drannith Magistrate,0.11
"Kenrith, the Returned King",Deathrite Shaman,0.11
"Kenrith, the Returned King","Kinnan, Bonder Prodigy",0.1
"Kenrith, the Returned King",Spore Frog,0.13
"Kenrith, the Returned King",Ranger-Captain of Eos,0.1
"Kenrith, the Returned King",Emiel the Blessed,0.1
"Kenrith, the Returned King",Phantasmal Image,0.1
"Pantlaza, Sun-Favored","Gishath, Sun's Avatar",0.68
"Pantlaza, Sun-Favored","Zacama, Primal Calamity",0.66
"Pantlaza, Sun-Favored",Curious Altisaur,0.64
"Pantlaza, Sun-Favored",Regisaur Alpha,0.63
"Pantlaza, Sun-Favored",Earthshaker Dreadmaw,0.63
"Pantlaza, Sun-Favored",Topiary Stomper,0.63
"Pantlaza, Sun-Favored",Wrathful Raptors,0.62
"Pantlaza, Sun-Favored",Bronzebeak Foragers,0.6
"Pantlaza, Sun-Favored","Etali, Primal Storm",0.58
"Pantlaza, Sun-Favored",Wakening Sun's Avatar,0.58
"Pantlaza, Sun-Favored",Wayward Swordtooth,0.56
"Pantlaza, Sun-Favored",Apex Altisaur,0.54
"Pantlaza, Sun-Favored",Quartzwood Crasher,0.54
"Pantlaza, Sun-Favored",Sunfrill Imitator,0.58
"Pantlaza, Sun-Favored",Scion of Calamity,0.58
"Pantlaza, Sun-Favored",Temple Altisaur,0.51
"Pantlaza, Sun-Favored","Ghalta, Primal Hunger",0.48
"Pantlaza, Sun-Favored",Otepec Huntmaster,0.52
"Pantlaza, Sun-Favored",Thrashing Brontodon,0.51
"Pantlaza, Sun-Favored",Kinjalli's Sunwing,0.5
"Pantlaza, Sun-Favored",Hulking Raptor,0.46
"Pantlaza, Sun-Favored","Ghalta, Stampede Tyrant",0.43
"Pantlaza, Sun-Favored",Regal Behemoth,0.45
"Pantlaza, Sun-Favored",Ghalta and Mavren,0.38
"Pantlaza, Sun-Favored",Trumpeting Carnosaur,0.44
"Pantlaza, Sun-Favored",Runic Armasaur,0.42
"Pantlaza, Sun-Favored",Marauding Raptor,0.39
"Pantlaza, Sun-Favored","Zetalpa, Primal Dawn",0.37
"Pantlaza, Sun-Favored",Ripjaw Raptor,0.39
"Pantlaza, Sun-Favored",Atzocan Seer,0.38
"Pantlaza, Sun-Favored",Bonehoard Dracosaur,0.37
"Pantlaza, Sun-Favored",Ixalli's Lorekeeper,0.36
"Pantlaza, Sun-Favored",Verdant Sun's Avatar,0.3
"Pantlaza, Sun-Favored",Rampaging Brontodon,0.35
"Pantlaza, Sun-Favored",Ranging Raptors,0.28
"Pantlaza, Sun-Favored",Hunting Velociraptor,0.31
"Pantlaza, Sun-Favored",Palani's Hatcher,0.26
"Pantlaza, Sun-Favored","Xenagos, God of Revels",0.28
"Pantlaza, Sun-Favored",Drover of the Mighty,0.28
"Pantlaza, Sun-Favored",Vaultborn Tyrant,0.27
"Pantlaza, Sun-Favored","Itzquinth, Firstborn of Gishath",0.27
"Pantlaza, Sun-Favored",Dinosaur Egg,0.25
"Pantlaza, Sun-Favored",Dinosaurs on a Spaceship,0.24
"Pantlaza, Sun-Favored",Intrepid Paleontologist,0.22
"Pantlaza, Sun-Favored",Roaming Throne,0.16
"Pantlaza, Sun-Favored",Ravenous Tyrannosaurus,0.21
"Pantlaza, Sun-Favored",Pugnacious Hammerskull,0.23
"Pantlaza, Sun-Favored",Kogla and Yidaro,0.19
"Pantlaza, Sun-Favored",Regal Imperiosaur,0.19
"Pantlaza, Sun-Favored",Polyraptor,0.15
"Pantlaza, Sun-Favored",Scytheclaw Raptor,0.17
"Pantlaza, Sun-Favored",Flaming Tyrannosaurus,0.18
"Pantlaza, Sun-Favored",Raging Swordtooth,0.14
"Pantlaza, Sun-Favored",Curator of Sun's Creation,0.18
"Pantlaza, Sun-Favored",Majestic Heliopterus,0.16
"Pantlaza, Sun-Favored",Tranquil Frillback,0.15
"Pantlaza, Sun-Favored",Kinjalli's Caller,0.11
"Pantlaza, Sun-Favored",Shifting Ceratops,0.14
"Pantlaza, Sun-Favored",Fanatic of Rhonas,0.13
"Pantlaza, Sun-Favored",Agonasaur Rex,0.13
"Pantlaza, Sun-Favored",Belligerent Yearling,0.12
"Pantlaza, Sun-Favored","Wayta, Trainer Prodigy",0.13
"Giada, Font of Hope",Lyra Dawnbringer,0.71
"Giada, Font of Hope",Righteous Valkyrie,0.69
"Giada, Font of Hope",Starnheim Aspirant,0.64
"Giada, Font of Hope",Herald of War,0.63
"Giada, Font of Hope","Sephara, Sky's Blade",0.62
"Giada, Font of Hope",Youthful Valkyrie,0.56
"Giada, Font of Hope",Valkyrie Harbinger,0.55
"Giada, Font of Hope",Resplendent Angel,0.53
"Giada, Font of Hope",Archangel of Tithes,0.53
"Giada, Font of Hope",Angel of Vitality,0.52
"Giada, Font of Hope","Avacyn, Angel of Hope",0.5
"Giada, Font of Hope",Bishop of Wings,0.52
"Giada, Font of Hope",Archangel of Thune,0.47
"Giada, Font of Hope",Emeria Shepherd,0.46
"Giada, Font of Hope",Exemplar of Light,0.44
"Giada, Font of Hope",Firemane Commando,0.4
"Giada, Font of Hope",Inspiring Overseer,0.36
"Giada, Font of Hope",Angelic Field Marshal,0.44
"Giada, Font of Hope",Battle Angels of Tyr,0.41
"Giada, Font of Hope",Angel of Destiny,0.38
"Giada, Font of Hope","Linvala, Keeper of Silence",0.36
"Giada, Font of Hope",Thraben Watcher,0.39
"Giada, Font of Hope",Angel of Jubilation,0.35
"Giada, Font of Hope",Angel of Finality,0.35
"Giada, Font of Hope",Segovian Angel,0.34
"Giada, Font of Hope",Baneslayer Angel,0.31
"Giada, Font of Hope",Dazzling Angel,0.28
"Giada, Font of Hope",Serra's Emissary,0.3
"Giada, Font of Hope",Sunblast Angel,0.3
"Giada, Font of Hope",Metropolis Reformer,0.3
"Giada, Font of Hope",Speaker of the Heavens,0.25
"Giada, Font of Hope",Angelic Skirmisher,0.26
"Giada, Font of Hope",Serra Ascendant,0.18
"Giada, Font of Hope",Angel of the Ruins,0.22
"Giada, Font of Hope",Karmic Guide,0.18
"Giada, Font of Hope",Wojek Investigator,0.23
"Giada, Font of Hope",Serra Paragon,0.23
"Giada, Font of Hope",Herald of Eternal Dawn,0.23
"Giada, Font of Hope",Breathkeeper Seraph,0.24
"Giada, Font of Hope",Angel of Serenity,0.19
"Giada, Font of Hope",Sanctuary Warden,0.2
"Giada, Font of Hope",Shattered Angel,0.17
"Giada, Font of Hope",Sigarda's Vanguard,0.19
"Giada, Font of Hope",Angelic Arbiter,0.15
"Giada, Font of Hope",Resplendent Marshal,0.16
"Giada, Font of Hope","Akroma, Vision of Ixidor",0.13
"Giada, Font of Hope",Serra Avenger,0.15
"Giada, Font of Hope",Angelic Sleuth,0.15
"Giada, Font of Hope",Angel of the Dire Hour,0.14
"Giada, Font of Hope","Akroma, Angel of Wrath",0.13
"Giada, Font of Hope",Platinum Angel,0.12
"Giada, Font of Hope",Holy Cow,0.13
"Giada, Font of Hope",Angel of Indemnity,0.11
"Giada, Font of Hope",Norn's Choirmaster,0.11
"Giada, Font of Hope",Herald of the Host,0.12
"Giada, Font of Hope",Reya Dawnbringer,0.11
"Giada, Font of Hope",Serra's Guardian,0.11
"Giada, Font of Hope",Angel of Invention,0.1
"Giada, Font of Hope",Boon-Bringer Valkyrie,0.1
"Nekusar, the Mindrazer",Fate Unraveler,0.67
"Nekusar, the Mindrazer",Jace's Archivist,0.61
"Nekusar, the Mindrazer",Magus of the Wheel,0.6
"Nekusar, the Mindrazer",Scrawling Crawler,0.55
"Nekusar, the Mindrazer",Psychosis Crawler,0.54
"Nekusar, the Mindrazer",Razorkin Needlehead,0.54
"Nekusar, the Mindrazer","Sheoldred, the Apocalypse",0.49
"Nekusar, the Mindrazer",Kami of the Crescent Moon,0.51
"Nekusar, the Mindrazer",Orcish Bowmasters,0.33
"Nekusar, the Mindrazer",Kederekt Parasite,0.47
"Nekusar, the Mindrazer",Nightscape Familiar,0.23
"Nekusar, the Mindrazer",Stormfist Crusader,0.41
"Nekusar, the Mindrazer",Harmonic Prodigy,0.28
"Nekusar, the Mindrazer","Seizan, Perverter of Truth",0.32
"Nekusar, the Mindrazer",The Locust God,0.31
"Nekusar, the Mindrazer","Ghyrson Starn, Kelermorph",0.32
"Nekusar, the Mindrazer",Master of the Feast,0.3
"Nekusar, the Mindrazer","Solphim, Mayhem Dominus",0.28
"Nekusar, the Mindrazer",Faerie Mastermind,0.23
"Nekusar, the Mindrazer",Whirlpool Warrior,0.23
"Nekusar, the Mindrazer","Kess, Dissident Mage",0.15
"Nekusar, the Mindrazer",Gixian Puppeteer,0.21
"Nekusar, the Mindrazer","Niv-Mizzet, the Firemind",0.2
"Nekusar, the Mindrazer","Niv-Mizzet, Parun",0.16
"Nekusar, the Mindrazer",Dragon Mage,0.18
"Nekusar, the Mindrazer",Fell Specter,0.14
"Nekusar, the Mindrazer",Chasm Skulker,0.13
"Nekusar, the Mindrazer","Nin, the Pain Artist",0.13
"Nekusar, the Mindrazer",Sangromancer,0.1
"Nekusar, the Mindrazer","Valgavoth, Harrower of Souls",0.1
"Nekusar, the Mindrazer",Triskaidekaphile,0.1
"Nekusar, the Mindrazer","Niv-Mizzet, Visionary",0.1
"Nekusar, the Mindrazer",Zenith Chronicler,0.1
"Nekusar, the Mindrazer","Ob Nixilis, Captive Kingpin",0.1
"Aragorn, the Uniter","Éowyn, Shieldmaiden",0.32
"Aragorn, the Uniter","Aragorn, King of Gondor",0.28
"Aragorn, the Uniter","Théoden, King of Rohan",0.26
"Aragorn, the Uniter",General Ferrous Rokiric,0.26
"Aragorn, the Uniter","Pippin, Guard of the Citadel",0.26
"Aragorn, the Uniter","Éowyn, Fearless Knight",0.23
"Aragorn, the Uniter","Boromir, Warden of the Tower",0.23
"Aragorn, the Uniter","Faramir, Prince of Ithilien",0.23
"Aragorn, the Uniter",Delighted Halfling,0.15
"Aragorn, the Uniter",Faeburrow Elder,0.17
"Aragorn, the Uniter",Fallaji Wayfarer,0.21
"Aragorn, the Uniter","Aragorn, Hornburg Hero",0.21
"Aragorn, the Uniter","Faramir, Steward of Gondor",0.2
"Aragorn, the Uniter",Surrak Dragonclaw,0.19
"Aragorn, the Uniter",Inga and Esika,0.19
"Aragorn, the Uniter",Hero of Precinct One,0.18
"Aragorn, the Uniter","Éomer, King of Rohan",0.17
"Aragorn, the Uniter","Galadriel, Light of Valinor",0.18
"Aragorn, the Uniter","Rienne, Angel of Rebirth",0.16
"Aragorn, the Uniter","Jetmir, Nexus of Revels",0.14
"Aragorn, the Uniter","Chulane, Teller of Tales",0.13
"Aragorn, the Uniter","Merry, Esquire of Rohan",0.14
"Aragorn, the Uniter","Katilda, Dawnhart Prime",0.14
"Aragorn, the Uniter",Prince Imrahil the Fair,0.13
"Aragorn, the Uniter",Frodo Baggins,0.13
"Aragorn, the Uniter","Aragorn and Arwen, Wed",0.13
"Aragorn, the Uniter","Kyler, Sigardian Emissary",0.12
"Aragorn, the Uniter","Elrond, Master of Healing",0.12
"Aragorn, the Uniter","Hajar, Loyal Bodyguard",0.11
"Aragorn, the Uniter",Gandalf the White,0.11
"Aragorn, the Uniter","Boromir, Gondor's Hope",0.11
"Aragorn, the Uniter",Samwise Gamgee,0.11
"Aragorn, the Uniter",Galadriel of Lothlórien,0.11
"Aragorn, the Uniter","Torens, Fist of the Angels",0.1
"Aragorn, the Uniter","Éomer, Marshal of Rohan",0.1
"Aragorn, the Uniter","Sigarda, Font of Blessings",0.1
"Jodah, the Unifier","Sisay, Weatherlight Captain",0.49
"Jodah, the Unifier","Shanid, Sleepers' Scourge",0.48
"Jodah, the Unifier","Jhoira, Weatherlight Captain",0.41
"Jodah, the Unifier","Hajar, Loyal Bodyguard",0.38
"Jodah, the Unifier","Reki, the History of Kamigawa",0.37
"Jodah, the Unifier",Surrak Dragonclaw,0.36
"Jodah, the Unifier",Ratadrabik of Urborg,0.35
"Jodah, the Unifier",Faeburrow Elder,0.17
"Jodah, the Unifier","Kellan, the Kid",0.35
"Jodah, the Unifier","Kethis, the Hidden Hand",0.34
"Jodah, the Unifier","Kutzil, Malamet Exemplar",0.29
"Jodah, the Unifier",Delighted Halfling,0.25
"Jodah, the Unifier","Kenrith, the Returned King",0.28
"Jodah, the Unifier",Bloom Tender,0.14
"Jodah, the Unifier",Inga and Esika,0.27
"Jodah, the Unifier","Vega, the Watcher",0.28
"Jodah, the Unifier","Shalai, Voice of Plenty",0.27
"Jodah, the Unifier","Raff Capashen, Ship's Mage",0.26
"Jodah, the Unifier","Chulane, Teller of Tales",0.24
"Jodah, the Unifier",Arvad the Cursed,0.24
"Jodah, the Unifier","Yoshimaru, Ever Faithful",0.24
"Jodah, the Unifier","Cadric, Soul Kindler",0.23
"Jodah, the Unifier","Aragorn, the Uniter",0.21
"Jodah, the Unifier","Halana and Alena, Partners",0.22
"Jodah, the Unifier",Captain Sisay,0.21
"Jodah, the Unifier","Odric, Lunarch Marshal",0.21
"Jodah, the Unifier","Rograkh, Son of Rohgahh",0.2
"Jodah, the Unifier","Samut, Voice of Dissent",0.19
"Jodah, the Unifier","K-9, Mark I",0.19
"Jodah, the Unifier","Havi, the All-Father",0.18
"Jodah, the Unifier",Djeru and Hazoret,0.18
"Jodah, the Unifier","Gwenna, Eyes of Gaea",0.18
"Jodah, the Unifier","Boromir, Warden of the Tower",0.18
"Jodah, the Unifier",Maelstrom Wanderer,0.15
"Jodah, the Unifier","Skrelv, Defector Mite",0.17
"Jodah, the Unifier","Toski, Bearer of Secrets",0.17
"Jodah, the Unifier",Gold-Forged Thopteryx,0.16
"Jodah, the Unifier","Selvala, Heart of the Wilds",0.13
"Jodah, the Unifier","Marchesa, the Black Rose",0.15
"Jodah, the Unifier","Najeela, the Blade-Blossom",0.15
"Jodah, the Unifier",Gandalf the White,0.15
"Jodah, the Unifier","Pippin, Guard of the Citadel",0.14
"Jodah, the Unifier","Sigarda, Font of Blessings",0.13
"Jodah, the Unifier","Etali, Primal Storm",0.12
"Jodah, the Unifier","Deadpool, Trading Card",0.11
"Jodah, the Unifier",Sakashima of a Thousand Faces,0.11
"Jodah, the Unifier","Teshar, Ancestor's Apostle",0.11
"Jodah, the Unifier","Linvala, Shield of Sea Gate",0.11
"Jodah, the Unifier","Jetmir, Nexus of Revels",0.1
"Jodah, the Unifier","Toxrill, the Corrosive",0.1
"Isshin, Two Heavens as One","Krenko, Tin Street Kingpin",0.54
"Isshin, Two Heavens as One","Etali, Primal Storm",0.5
"Isshin, Two Heavens as One",Skyknight Vanguard,0.42
"Isshin, Two Heavens as One",Captain Lannery Storm,0.4
"Isshin, Two Heavens as One",Brutal Hordechief,0.4
"Isshin, Two Heavens as One","Anim Pakal, Thousandth Moon",0.37
"Isshin, Two Heavens as One","Otharri, Suns' Glory",0.37
"Isshin, Two Heavens as One","Adeline, Resplendent Cathar",0.36
"Isshin, Two Heavens as One","Aurelia, the Warleader",0.31
"Isshin, Two Heavens as One",Sun Titan,0.35
"Isshin, Two Heavens as One",Hero of Bladehold,0.34
"Isshin, Two Heavens as One",Commissar Severina Raine,0.33
"Isshin, Two Heavens as One","Aurelia, the Law Above",0.31
"Isshin, Two Heavens as One","Alesha, Who Laughs at Fate",0.28
"Isshin, Two Heavens as One",Audacious Thief,0.35
"Isshin, Two Heavens as One","Iroas, God of Victory",0.3
"Isshin, Two Heavens as One",Tectonic Giant,0.33
"Isshin, Two Heavens as One",Voice of Victory,0.13
"Isshin, Two Heavens as One","Caesar, Legion's Emperor",0.24
"Isshin, Two Heavens as One",Goldspan Dragon,0.21
"Isshin, Two Heavens as One","Delina, Wild Mage",0.22
"Isshin, Two Heavens as One",Hellrider,0.28
"Isshin, Two Heavens as One","Karlach, Fury of Avernus",0.25
"Isshin, Two Heavens as One","Breena, the Demagogue",0.21
"Isshin, Two Heavens as One","Adriana, Captain of the Guard",0.25
"Isshin, Two Heavens as One",Mardu Siegebreaker,0.1
"Isshin, Two Heavens as One","Myrel, Shield of Argive",0.23
"Isshin, Two Heavens as One",Zurgo Stormrender,0.18
"Isshin, Two Heavens as One","Raiyuu, Storm's Edge",0.24
"Isshin, Two Heavens as One",Skyhunter Strike Force,0.24
"Isshin, Two Heavens as One","Kazuul, Tyrant of the Cliffs",0.22
"Isshin, Two Heavens as One",Hammers of Moradin,0.23
"Isshin, Two Heavens as One","Kellogg, Dangerous Mind",0.16
"Isshin, Two Heavens as One",Ainok Strike Leader,0.1
"Isshin, Two Heavens as One","Goro-Goro, Disciple of Ryusei",0.22
"Isshin, Two Heavens as One","Tori D'Avenant, Fury Rider",0.21
"Isshin, Two Heavens as One","Karazikar, the Eye Tyrant",0.2
"Isshin, Two Heavens as One",Emberwilde Captain,0.18
"Isshin, Two Heavens as One",Caustic Bronco,0.2
"Isshin, Two Heavens as One","Arabella, Abandoned Doll",0.16
"Isshin, Two Heavens as One","Laelia, the Blade Reforged",0.19
"Sram, Senior Edificer","Cloud, Midgar Mercenary",0.13
"Sram, Senior Edificer",Puresteel Paladin,0.64
"Sram, Senior Edificer","Danitha Capashen, Paragon",0.6
"Sram, Senior Edificer","Ardenn, Intrepid Archaeologist",0.43
"Sram, Senior Edificer",Foundry Inspector,0.42
"Sram, Senior Edificer",Starnheim Courser,0.38
"Sram, Senior Edificer",Stoneforge Mystic,0.32
"Sram, Senior Edificer",Lion Sash,0.26
"Sram, Senior Edificer",Stonehewer Giant,0.23
"Sram, Senior Edificer","Codsworth, Handy Helper",0.19
"Sram, Senior Edificer","Balan, Wandering Knight",0.22
"Sram, Senior Edificer",Leonin Shikari,0.21
"Sram, Senior Edificer",Armored Skyhunter,0.15
"Sram, Senior Edificer","Kemba, Kha Regent",0.18
"Sram, Senior Edificer",Kor Spiritdancer,0.12
"Sram, Senior Edificer","Éowyn, Lady of Rohan",0.17
"Sram, Senior Edificer","Danitha, Benalia's Hope",0.15
"Sram, Senior Edificer",Mesa Enchantress,0.11
"Sram, Senior Edificer",Jhoira's Familiar,0.15
"Sram, Senior Edificer",Cloudsteel Kirin,0.15
"Sram, Senior Edificer",Brass Squire,0.14
"Sram, Senior Edificer",Heliod's Pilgrim,0.11
"Sram, Senior Edificer",Heavenly Blademaster,0.13
"Sram, Senior Edificer",Indomitable Archangel,0.11
"Sram, Senior Edificer",Relic Seeker,0.1
"Sram, Senior Edificer",Auriok Steelshaper,0.1
"Titania, Nature's Force","Titania, Protector of Argoth",0.65
"Titania, Nature's Force","Azusa, Lost but Seeking",0.6
"Titania, Nature's Force",Ancient Greenwarden,0.56
"Titania, Nature's Force",Springbloom Druid,0.51
"Titania, Nature's Force",Scute Swarm,0.46
"Titania, Nature's Force",Avenger of Zendikar,0.45
"Titania, Nature's Force",Rampaging Baloths,0.43
"Titania, Nature's Force",Oracle of Mul Daya,0.42
"Titania, Nature's Force","Ashaya, Soul of the Wild",0.38
"Titania, Nature's Force",Lotus Cobra,0.37
"Titania, Nature's Force",Sylvan Safekeeper,0.44
"Titania, Nature's Force",Tireless Provisioner,0.36
"Titania, Nature's Force",Eternal Witness,0.15
"Titania, Nature's Force",Sakura-Tribe Elder,0.18
"Titania, Nature's Force","Greensleeves, Maro-Sorcerer",0.36
"Titania, Nature's Force",Ramunap Excavator,0.3
"Titania, Nature's Force",Six,0.34
"Titania, Nature's Force","Multani, Yavimaya's Avatar",0.32
"Titania, Nature's Force",Cultivator Colossus,0.25
"Titania, Nature's Force",Wayward Swordtooth,0.27
"Titania, Nature's Force",Courser of Kruphix,0.25
"Titania, Nature's Force",Tireless Tracker,0.23
"Titania, Nature's Force","Loot, Exuberant Explorer",0.23
"Titania, Nature's Force",Dryad of the Ilysian Grove,0.26
"Titania, Nature's Force",Elvish Reclaimer,0.24
"Titania, Nature's Force",World Shaper,0.24
"Titania, Nature's Force",Mossborn Hydra,0.14
"Titania, Nature's Force","Lumra, Bellow of the Woods",0.21
"Titania, Nature's Force",Aftermath Analyst,0.21
"Titania, Nature's Force","Nissa, Resurgent Animist",0.16
"Titania, Nature's Force",Augur of Autumn,0.12
"Titania, Nature's Force",Garruk's Packleader,0.12
"Titania, Nature's Force",Bane of Progress,0.11
"Titania, Nature's Force",Springheart Nantuko,0.12
"Titania, Nature's Force",Outcaster Trailblazer,0.14
"Titania, Nature's Force","Yedora, Grave Gardener",0.11
"Titania, Nature's Force",Blossoming Tortoise,0.1
"Titania, Nature's Force",Dryad Arbor,0.18
"Etali, Primal Storm",Otepec Huntmaster,0.6
"Etali, Primal Storm",Generator Servant,0.52
"Etali, Primal Storm",Urabrask the Hidden,0.46
"Etali, Primal Storm","Karlach, Fury of Avernus",0.41
"Etali, Primal Storm",Combat Celebrant,0.41
"Etali, Primal Storm","Moraug, Fury of Akoum",0.41
"Etali, Primal Storm",Anger,0.34
"Etali, Primal Storm",Solemn Simulacrum,0.2
"Etali, Primal Storm",Wild-Magic Sorcerer,0.39
"Etali, Primal Storm",Scourge of the Throne,0.36
"Etali, Primal Storm",Nalfeshnee,0.37
"Etali, Primal Storm",Port Razer,0.34
"Etali, Primal Storm",Plargg and Nassari,0.32
"Etali, Primal Storm",Bloodsworn Steward,0.32
"Etali, Primal Storm",Burnished Hart,0.24
"Etali, Primal Storm",Keeper of Secrets,0.3
"Etali, Primal Storm",Crashing Drawbridge,0.29
"Etali, Primal Storm",Iron Myr,0.15
"Etali, Primal Storm",Flaming Tyrannosaurus,0.27
"Etali, Primal Storm","Neheb, the Eternal",0.12
"Etali, Primal Storm",Hellkite Charger,0.24
"Etali, Primal Storm",Enduring Courage,0.17
"Etali, Primal Storm",Roaming Throne,0.13
"Etali, Primal Storm",Tuktuk Rubblefort,0.17
"Etali, Primal Storm",Ogre Battledriver,0.13
"Etali, Primal Storm",Palladium Myr,0.12
"Etali, Primal Storm",Trailblazing Historian,0.15
"Etali, Primal Storm",Rabbit Battery,0.13
"Etali, Primal Storm","Godo, Bandit Warlord",0.1
"Etali, Primal Storm","Kozilek, Butcher of Truth",0.12
"Etali, Primal Storm",Hellkite Courser,0.12
"Etali, Primal Storm",Bloodthirster,0.11
"Etali, Primal Storm","Purphoros, Bronze-Blooded",0.1
"Etali, Primal Storm","Ulamog, the Ceaseless Hunger",0.11
"Horobi, Death's Wail","Tetzimoc, Primal Death",0.8
"Horobi, Death's Wail",Scuttlemutt,0.67
"Horobi, Death's Wail",Shadow Alley Denizen,0.64
"Horobi, Death's Wail",Mogis's Marauder,0.62
"Horobi, Death's Wail",Harvester of Souls,0.54
"Horobi, Death's Wail",Blood Artist,0.3
"Horobi, Death's Wail",Morbid Opportunist,0.34
"Horobi, Death's Wail","Gisa, Glorious Resurrector",0.47
"Horobi, Death's Wail","Syr Konrad, the Grim",0.31
"Horobi, Death's Wail",Ogre Slumlord,0.36
"Horobi, Death's Wail",Sangromancer,0.33
"Horobi, Death's Wail",Nefashu,0.44
"Horobi, Death's Wail",Hex Parasite,0.4
"Horobi, Death's Wail",Orc Sureshot,0.4
"Horobi, Death's Wail",Dread Presence,0.23
"Horobi, Death's Wail","Kaervek, the Punisher",0.34
"Horobi, Death's Wail",Falkenrath Noble,0.31
"Horobi, Death's Wail",Massacre Wurm,0.2
"Horobi, Death's Wail",Rathi Trapper,0.33
"Horobi, Death's Wail",Vashta Nerada,0.3
"Horobi, Death's Wail","Yahenni, Undying Partisan",0.21
"Horobi, Death's Wail",Inversion Behemoth,0.25
"Horobi, Death's Wail",Sorceress Queen,0.24
"Horobi, Death's Wail","Kothophed, Soul Hoarder",0.22
"Horobi, Death's Wail",Caustic Crawler,0.22
"Horobi, Death's Wail",Persistent Constrictor,0.19
"Horobi, Death's Wail",Xenic Poltergeist,0.21
"Horobi, Death's Wail","Gisa, the Hellraiser",0.18
"Horobi, Death's Wail",Dauthi Trapper,0.16
"Horobi, Death's Wail",Mortivore,0.15
"Horobi, Death's Wail",Shambling Swarm,0.15
"Horobi, Death's Wail",Archpriest of Shadows,0.13
"Horobi, Death's Wail",Sepulchral Primordial,0.11
"Horobi, Death's Wail",Scorn-Blade Berserker,0.12
"Horobi, Death's Wail","Drana, Kalastria Bloodchief",0.12
"Horobi, Death's Wail",Festering Mummy,0.11
"Horobi, Death's Wail",Fourth Bridge Prowler,0.11
"Horobi, Death's Wail",Soul of New Phyrexia,0.11
"Eruth, Tormented Prophet",Storm-Kiln Artist,0.42
"Eruth, Tormented Prophet",Guttersnipe,0.37
"Eruth, Tormented Prophet",Goblin Electromancer,0.31
"Eruth, Tormented Prophet",Thassa's Oracle,0.18
"Eruth, Tormented Prophet",Archmage Emeritus,0.16
"Eruth, Tormented Prophet",Kessig Flamebreather,0.36
"Eruth, Tormented Prophet",Runaway Steam-Kin,0.41
"Eruth, Tormented Prophet",Firebrand Archer,0.29
"Eruth, Tormented Prophet",Electrostatic Field,0.22
"Eruth, Tormented Prophet",Stormcatch Mentor,0.15
"Eruth, Tormented Prophet",Coruscation Mage,0.14
"Eruth, Tormented Prophet",Windrider Wizard,0.33
"Eruth, Tormented Prophet",Young Pyromancer,0.13
